InvoiceNo,TotalSale
563850,138.68
565475,7335.0599999999995
563942,137.22
564750,462.74999999999994
567707,480.04
567664,332.79999999999995
C564504,-16.5
566933,1465.6
569000,1045.48
569022,333.96
569905,70.15
569848,726.1
570598,2016.31
571269,214.95
575837,345.56
573152,218.83
573319,300.41
572851,476.1
576181,528.89
576406,616.74
578479,187.23000000000002
579301,293.15
579499,574.98
578515,150.81000000000003
580044,334.39
578297,446.28
578550,111.34
580638,147.01000000000002
576853,93.38999999999999
579545,931.46
C579904,-57.3
581002,425.18999999999994
558564,482.59999999999997
538371,333.54
540604,311.71
538866,647.99
537608,444.41999999999996
540750,153.9
537376,480.68
538593,476.76
539330,277.20000000000005
C544830,-13.41
544439,358.8
545759,806.05
545429,150.82999999999998
543731,594.4
542905,288.98
543130,78.0
544673,825.04
549118,955.99
546635,217.89
546742,668.85
546988,282.12
550936,207.0
557232,337.84000000000003
557572,870.3
553050,344.15000000000003
553411,793.6200000000001
553012,392.55
553845,727.0
554088,488.42999999999995
554674,278.63
556575,212.0
562949,759.14
561884,139.98
562913,241.91999999999996
C562375,-4345.1
567384,4418.0
567742,943.75
563540,514.0600000000001
566866,1596.2400000000002
567323,288.36
565453,582.9
565083,334.46000000000004
567882,1546.86
566227,1912.06
569222,590.49
571017,411.78
572517,313.40000000000003
573913,569.82
575073,722.0699999999999
573262,128.36999999999998
575957,108.80999999999999
574049,1514.17
581413,435.24000000000007
577618,430.47999999999996
537241,364.92
539014,343.26
537859,670.55
538858,951.24
539049,1048.6399999999999
539981,300.41999999999996
538346,756.4499999999999
541849,145.94
544806,317.73
541795,259.6
543118,293.96
544153,251.29000000000002
541682,278.6
C544635,-15.0
544929,310.91999999999996
545571,602.61
546753,309.46
547519,320.0
551956,277.97
547375,512.1300000000001
547379,498.32
550766,234.25
C547208,-114.8
549297,213.8
C548972,-355.12
549439,603.2700000000001
549992,516.0
551159,147.6
549249,255.36
551980,109.25
557214,964.77
557216,42.42
553527,1069.47
557611,353.6
559866,610.01
560398,1734.5799999999997
562145,341.58
561382,199.04000000000002
560537,323.0899999999999
560223,180.88999999999996
557942,114.1
564371,308.2
564060,453.78999999999996
565859,426.07000000000005
567802,406.35
565417,295.03999999999996
563017,489.85999999999996
568001,277.48
570211,120.00999999999999
568676,1225.49
570807,397.29
569721,333.64
570430,181.09000000000003
575074,150.03999999999996
573122,225.11999999999995
574750,381.2800000000001
575725,1955.6799999999998
575718,269.77
C575224,-2506.0
576645,643.9599999999999
573914,329.88
C576785,-64.0
574834,718.9000000000001
575609,448.5
574036,313.2
580746,200.45000000000002
578248,437.12
579403,436.1
580907,456.37
577076,151.50000000000003
580552,194.98000000000002
578795,308.86
579155,112.17
538093,739.0500000000001
540533,141.04999999999998
541121,225.9
537462,172.65
537022,427.8
538817,301.2
539338,2646.2999999999997
541123,534.5699999999999
537193,429.4
545377,122.07
546430,142.0
545047,182.8
543001,314.63
550630,1507.67
549901,258.34999999999997
547051,138.68
551056,285.37
548739,404.53999999999996
546624,422.54
549196,356.23
549833,1015.1399999999999
550821,73.5
549790,199.38
551013,191.4
C548469,-252.60999999999999
554040,362.19
552692,311.3
553846,299.45000000000005
557770,335.87
553143,89.25
552260,480.46000000000004
560359,337.42999999999995
559255,768.0
561859,188.49
560229,155.3
559881,162.63
560233,245.44
558103,413.5999999999999
560453,1198.3799999999999
561051,7138.120000000001
561065,101.05
562146,614.78
559751,207.41000000000005
562200,658.38
558708,10.76
566345,1250.71
567290,5350.4
565201,676.3600000000001
566776,368.37
567709,461.7900000000001
566264,97.72999999999999
567140,361.43000000000006
567104,371.00999999999993
565147,459.91999999999996
568399,341.62
569702,377.64
569726,465.55
571190,130.01
570500,270.21999999999997
570888,883.1400000000001
570179,898.1399999999999
573407,396.33
574958,260.38
575486,826.0400000000002
576513,272.63
574590,335.85999999999996
574722,378.75999999999993
575080,377.28000000000003
575867,813.75
574237,436.06
575339,312.12
573898,193.38
574686,186.19
572565,573.45
573182,474.74
574861,166.92000000000002
576055,326.82
575168,435.28
579267,1144.75
C579923,-4.95
579939,215.25
578011,292.59
581453,312.74
567801,310.23999999999995
566575,1658.9
568592,441.80000000000007
575706,360.84
578757,395.21
577548,29.4
540524,607.2100000000002
539255,308.22
540351,319.77
537840,305.45
537388,391.5
536973,736.28
541595,101.06000000000002
542373,1866.0200000000002
544060,156.0
544463,505.82
543281,92.32
542780,698.6
545084,441.92
543398,199.8
549258,329.1
550341,365.36
551739,139.83999999999997
548400,626.9000000000001
550827,633.05
550968,727.78
551842,223.22
549169,72.9
546916,50.25000000000001
C546559,-15.0
552963,270.69
556072,952.6500000000001
553852,448.83
553707,1026.27
555798,1121.13
C557061,-14.75
559797,267.04
559354,365.05
562163,308.43
558687,298.64
561064,136.6
561605,380.12
C566467,-394.85
567675,601.5700000000002
567378,948.4700000000001
564562,333.44
567296,339.01
563353,905.5
563746,279.76
566188,192.6
563578,425.75000000000006
C567332,-34.8
565328,241.0
C569644,-7.5
571841,381.92
568223,336.14000000000004
569683,251.68999999999997
571231,992.0
569036,317.9
569579,409.08
572475,354.45
C569251,-12.75
570843,236.31
572719,855.1700000000001
574273,213.07999999999998
575144,573.71
C573756,-55.349999999999994
577337,160.7
580106,339.02
577039,1050.66
579007,163.68
578053,330.54999999999995
579560,171.63
577092,446.90000000000003
580355,411.32000000000005
579525,1288.6399999999999
581146,1088.69
558540,2662.1700000000005
571743,110.80000000000001
580092,1121.7900000000002
578243,1050.32
540513,422.4
536637,219.66
540568,646.54
537244,300.65999999999997
538374,189.92
537648,402.60999999999996
541239,487.9
544065,262.44
544283,1131.46
543117,213.89999999999998
544900,295.15
541950,523.34
543602,116.85
550361,840.24
548711,197.68999999999997
549830,117.82999999999998
549573,260.92
549964,903.67
547546,291.84000000000003
550351,184.48
551199,373.44
552186,483.0200000000001
C552031,-212.54999999999998
547085,124.08000000000001
553046,314.0
555653,287.19000000000005
556776,205.69
557414,241.74
556303,313.45
553186,388.20000000000005
558994,349.5400000000001
561897,205.19999999999996
559678,214.25
559831,416.90000000000003
559057,561.34
559441,329.24
557964,272.26
562153,1004.88
563822,315.98
568061,189.70000000000002
567192,4.86
564736,505.8
564859,386.64
C564940,-3491.02
564196,15.0
569650,15643.77
569662,333.63
569686,283.6
569843,298.55999999999995
569239,643.26
568505,626.5200000000001
568657,249.77
571056,434.41
568196,322.94000000000005
574326,310.28
575129,241.73000000000002
574777,712.7799999999999
575166,70.99999999999999
577029,655.8199999999999
577321,266.91
557291,388.98
558196,626.41
561393,165.0
538878,267.0
537604,1381.92
C540164,-232.67000000000002
538653,1247.6399999999999
539463,191.46
538863,341.66
540866,575.18
540167,125.86
538591,310.8
543107,558.32
544795,432.29
544301,147.33
545067,258.40000000000003
545340,1375.2400000000002
544933,1012.8199999999999
544280,228.26999999999998
546384,826.07
544075,3506.24
550350,837.9700000000001
549233,482.7899999999999
551518,443.85
C549692,-12.82
550313,545.57
551875,484.12000000000006
551545,24.900000000000002
552528,172.95
555931,833.1599999999999
557472,2862.06
557765,114.55999999999999
555516,302.41999999999996
552467,485.76000000000005
553722,59.099999999999994
552959,474.6
561222,491.0
561873,1912.7000000000003
558311,2739.92
558473,237.2
560792,685.5
558746,215.75
560864,475.36
562780,159.64000000000001
C565140,-8.85
565246,642.2800000000001
567383,301.15000000000003
564323,2275.0
C566263,-2.1
566479,340.19999999999993
C570203,-35.81
571031,166.48
569480,23.8
570660,3930.9399999999996
571442,1279.01
568186,158.04000000000002
571555,183.9
C569553,-7.9
C571029,-35.25
573361,238.92
572669,477.76
576838,353.98
576543,305.62
576736,356.09999999999997
578949,294.84999999999997
576904,211.63
579131,566.7600000000001
580505,285.58
578109,311.66
578111,164.28
579101,359.49
578356,197.28
C581228,-336.0
565205,99.4
539351,168.0
541119,127.80000000000001
544634,305.3
544791,322.23999999999995
544354,77.28
551414,1537.1999999999998
547910,455.28000000000003
549018,374.57000000000005
550942,225.15000000000003
548864,123.59
549744,316.19999999999993
550913,302.54999999999995
549206,104.4
556206,646.27
557115,361.76
554181,486.7
554134,421.96000000000004
555848,424.24
C556265,-28.04
557008,112.88000000000001
556571,178.94
559359,109.89999999999999
560691,533.04
561027,1468.3600000000001
560535,242.90999999999997
558634,264.8
558908,487.0199999999999
567653,964.8300000000002
563933,548.12
565593,344.07
563906,504.19000000000005
563499,115.5
565126,180.1
567610,4463.08
564957,195.15
567199,360.23
567460,168.31
565595,447.62
563425,566.76
570229,168.12000000000003
572058,448.37
572220,155.11
568591,352.62
572212,1014.64
569652,416.46000000000004
571310,371.73
569842,697.46
568669,338.06000000000006
574368,384.93
572859,262.76
573393,507.6599999999999
574952,172.33
572838,72.13
580193,301.63
545288,1390.0600000000002
569406,1983.4600000000003
573334,318.06000000000006
538012,224.38
539831,108.63000000000001
540479,135.9
538497,168.36
540768,670.8
541240,161.3
536762,307.68000000000006
539042,209.08
537792,147.20000000000002
541280,1199.3300000000002
C538099,-13.100000000000001
C539574,-12.899999999999999
539920,390.95
537239,210.19
539676,237.93
544055,301.6
541676,530.4799999999999
542355,337.5
545234,256.85
543457,603.4399999999999
549742,720.22
549954,172.09
549831,874.55
549995,1056.3600000000001
550916,139.35
549842,162.70000000000002
548614,183.04
546992,4666.44
553057,386.55000000000007
546562,317.56
557270,111.67999999999999
557251,147.95000000000002
552326,309.18999999999994
556246,161.38
555417,68.1
552555,314.26
562711,299.91999999999996
559896,177.85
561600,407.52000000000004
561030,265.87
562029,2327.0
559674,321.09999999999997
563174,337.0
564199,277.28
565795,260.63
572067,139.8
569141,441.61
570239,293.62000000000006
568213,305.12
568243,93.87
569567,105.30000000000001
C570996,-19.56
571912,581.4100000000001
568663,373.02000000000004
575300,304.02
575070,786.69
572872,267.13
573365,343.0
574279,142.98
575059,151.28
575968,341.8
578927,421.27
578384,71.0
578324,172.45000000000002
580152,310.32
580535,126.11999999999999
581149,454.4800000000001
581236,124.54
581455,652.2799999999999
552844,374.99999999999994
537059,125.42999999999999
540014,338.83000000000004
537659,15885.49
C537684,-6.3
538183,651.83
538216,254.4
541848,487.58
546005,794.4100000000001
546411,1919.0400000000002
C546395,-1.25
543022,650.76
543446,146.20000000000002
543054,313.76
544042,91.2
542919,762.0
548618,216.75
547419,1649.58
549683,112.8
546646,138.28
547508,378.0
549324,196.79999999999998
551832,9.36
548489,205.98
553833,222.31
553741,463.6
552696,95.94
556199,319.28999999999996
557217,1987.1899999999998
552890,328.15
557125,5405.48
556267,3027.3100000000004
554268,638.24
554818,292.6
553938,115.6
554375,245.92000000000002
558113,616.1700000000001
559988,185.77999999999997
560906,173.79999999999998
560566,431.66
562729,102.97999999999999
559150,224.78999999999996
560839,121.54000000000002
559888,311.92
562609,175.2
557967,497.9000000000001
566424,381.5
564061,1062.8799999999999
566238,148.27
565226,301.20000000000005
566054,205.8
565583,253.55000000000004
569530,111.67999999999998
569336,864.19
C568386,-14.750000000000002
568175,102.42
575735,370.80000000000007
574898,827.4200000000002
575734,292.58000000000004
573878,175.4
576836,462.28000000000003
577008,133.02
577341,778.6
580684,213.16000000000003
579087,305.38000000000005
578689,353.61
579443,69.64999999999999
577610,362.47999999999996
577300,306.24
581397,185.9
546189,300.54
577483,334.13000000000005
577687,397.71999999999997
540073,644.13
540416,149.41
537603,373.49
540269,186.0
542237,475.39
543555,1592.6100000000001
C545833,-25.25
542928,505.97999999999996
542133,153.78000000000003
545865,2597.4
546402,156.6
542106,1086.9
546679,283.7299999999999
547035,282.28
547549,283.03
548859,221.25000000000003
548560,297.12
550645,157.9
549360,174.01999999999998
551979,185.39999999999998
C550609,-89.55
552874,918.4000000000001
555517,324.9
553228,448.34000000000003
552854,300.71000000000004
556193,306.86
553575,427.96999999999997
553888,300.78999999999996
556443,627.4
555576,140.4
558199,163.3
559704,471.43000000000006
560432,484.1000000000001
559170,179.35
560394,556.5799999999999
560726,102.41000000000001
561194,617.54
558204,243.76000000000002
559145,2825.1
561803,185.56
558555,127.10000000000001
567659,194.36999999999998
563737,157.47000000000003
566025,159.79
566010,390.46999999999997
563454,194.55
565470,275.7
565318,560.54
571428,223.35999999999999
570509,416.69
571445,358.99
571377,292.0
570880,359.6
571314,894.6400000000001
570649,308.85999999999996
C572102,-11.95
570663,304.29
C574524,-35.56
574262,524.14
575740,455.91
576600,366.84999999999997
573548,692.45
576198,98.41999999999999
580276,227.11999999999998
580024,376.1
579014,552.48
580735,587.85
577517,353.80999999999995
580404,285.44
579848,220.57999999999998
546275,209.94
561100,322.53000000000003
558335,254.18
574014,624.24
539635,728.0400000000001
538839,292.89000000000004
539240,843.78
538514,786.3500000000001
536685,380.46000000000004
540552,376.69999999999993
543797,278.65
542277,529.01
544677,450.7800000000001
543935,901.6
542595,421.1
545183,314.90000000000003
543807,121.24999999999999
543833,160.2
545718,315.6
549301,487.50999999999993
547809,171.09999999999997
550621,167.21
547373,450.5
C549315,-9.2
551274,414.24
550490,298.3
548186,539.3000000000001
553053,304.79999999999995
557276,184.23
552727,572.24
554015,399.99999999999994
557306,234.6
555420,630.46
556264,532.9
554509,113.73000000000002
561363,218.44
562804,674.7000000000002
558191,154.14999999999998
562341,192.28
562468,110.0
562574,601.69
558041,417.36
562939,660.7600000000001
559465,3609.8
560107,356.1
566599,398.7
566976,2582.78
564090,446.39000000000004
565759,358.84000000000003
564355,394.09
564856,4257.0599999999995
566191,442.6600000000001
567542,315.1
563061,471.31999999999994
566735,158.87999999999997
567630,183.57999999999998
571890,341.7
570664,134.25
571296,151.7
568417,776.3
C570552,-2076.0
568989,311.3
C570658,-15.0
569520,304.5
573349,29.970000000000002
575583,243.04000000000002
574683,331.93
578653,462.0
579098,192.2
579872,278.82
578295,204.3
576862,290.81
577806,82.0
578252,530.16
577854,189.64000000000001
554132,1083.58
554975,843.0600000000001
578306,236.34
539593,776.9499999999999
539181,131.95999999999998
537808,251.09
545909,639.6400000000001
545980,250.87
543245,121.23000000000002
543113,458.9
545646,38.0
544169,348.57
549972,408.90000000000003
546555,696.85
549592,310.26
C546889,-12.3
549915,429.25
555367,79.8
555539,201.45000000000002
556905,319.06
553371,245.88
555930,341.07
553932,124.8
558370,288.08
560024,244.87000000000003
561208,2007.4
562346,422.82000000000005
558710,26.46
560231,250.95000000000002
560279,173.64999999999998
563076,19150.660000000003
563935,362.03000000000003
563095,305.34
564712,385.47
564709,244.79999999999998
568493,254.39999999999998
569673,328.65
571418,135.99
569660,65.4
568802,421.90000000000003
575049,614.3199999999999
573397,230.67
576052,367.34000000000003
C574065,-39.12
574304,488.08000000000004
574511,324.57
576398,205.25
572886,449.45
572929,13.2
577035,341.15999999999997
577093,426.06
577951,247.68
580126,654.37
577148,1253.66
552811,1798.3300000000002
539607,1084.59
540247,1044.65
537374,367.95000000000005
538009,945.5500000000001
C538118,-9.850000000000001
540120,969.36
537855,263.25
538067,165.65
538013,109.75
537593,571.0
536533,156.1
542617,691.46
545530,2114.71
545676,246.76000000000005
546251,576.1
542796,178.22
547937,239.96000000000004
549279,170.59999999999997
551417,547.2699999999999
549126,305.63
548633,915.84
548973,355.11999999999995
547030,371.8
550155,183.29999999999998
546781,473.81999999999994
553199,442.34000000000003
555527,399.35
557786,141.14000000000001
C555636,-430.97999999999996
552851,1381.3000000000002
555628,387.88
C553019,-557.72
554337,259.9
559662,299.7
559862,515.7199999999999
560079,449.20000000000005
559937,465.34999999999997
562018,687.0
564638,278.74
567797,306.26
563189,412.88
564737,186.9
563428,457.30999999999995
568104,363.65
569482,452.89000000000004
570223,479.1
570214,182.18999999999997
569210,327.62
573904,948.15
576559,252.77999999999997
573135,283.87
573398,213.4
573126,335.54999999999995
576301,260.70000000000005
C574872,-29.1
573093,112.99000000000001
574697,144.23000000000002
577696,154.35000000000002
578251,412.9
580891,172.40000000000003
577010,464.85
577809,414.25
C577066,-30.0
581480,305.7
563204,164.95000000000002
568666,115.2
576275,948.48
537334,430.72999999999996
540033,871.48
537429,82.12
539716,148.0
540095,201.94
536615,286.91999999999996
542236,187.6
544062,784.74
546133,984.8799999999999
546255,245.51999999999998
C545329,-463.8
542121,231.48
550025,146.0
546769,859.01
549588,373.71999999999997
551400,593.16
552054,353.06
C548355,-80.55000000000001
556797,230.57999999999998
553037,774.5999999999999
C553026,-8.45
554353,1541.16
562102,1490.8200000000004
558263,1113.6000000000001
561686,505.25
560555,99.45000000000002
562725,358.49
558241,310.12
559774,119.19000000000001
559510,727.3199999999999
560188,322.2
561817,361.4600000000001
568051,457.14000000000004
563241,1221.4
565218,975.5399999999998
566576,2180.3
566397,142.82
567310,52.83
C563607,-7.5
564868,397.24
564872,979.6400000000002
567851,358.02
C566741,-29.819999999999997
566043,421.18
569021,350.3
569528,822.74
569694,562.47
570121,221.06
570862,467.36
C569989,-1145.8300000000002
570337,183.75
571628,131.39999999999998
570896,102.94999999999999
569025,356.75000000000006
574308,608.85
574557,165.32
575151,263.08000000000004
577047,315.9
577749,534.1999999999999
578055,320.46
581473,96.88999999999999
581514,191.63000000000002
556512,143.54
575892,202.31
573890,27.8
539320,707.0600000000001
539471,241.66
537457,1644.9399999999998
C538628,-15.7
540984,148.35000000000002
536832,164.8
536847,215.58
545311,155.0
545899,74.7
544449,138.82999999999998
542521,150.88
552185,464.01
551346,495.24
547874,192.99999999999997
547570,137.35000000000002
551516,796.2599999999999
551428,305.56
550052,422.55000000000007
557233,405.76
555638,816.8200000000002
552956,475.15999999999997
553878,347.26
556102,878.55
557006,214.2
C556297,-28.45
C555729,-129.29000000000002
560260,169.79000000000002
560723,380.33000000000004
560642,329.65000000000003
562282,2022.6
559812,377.73999999999995
558625,301.06
561039,452.42
563345,378.12
564246,338.20000000000005
566269,237.21999999999997
566581,1599.5500000000002
565124,509.00999999999993
C570490,-15.299999999999999
568167,428.71000000000004
571106,209.39999999999998
573382,287.87
576689,230.37
575520,266.92
572764,303.85
574892,654.0
573245,403.24999999999994
575682,279.5
577773,492.17999999999995
580256,536.7700000000001
580980,662.7
580005,112.76000000000002
576926,442.14
580635,507.41
577338,166.08
577727,362.76
578345,264.6
579807,315.65999999999997
577051,174.98000000000002
577405,212.92000000000002
577072,99.7
581114,361.34000000000003
581142,150.60999999999999
556501,394.4200000000001
564743,125.77000000000001
570126,135.82000000000002
578996,167.95999999999998
538449,448.74
536993,110.35
541266,880.26
540362,162.7
540122,1179.6
545304,498.15
545661,829.8499999999999
545416,603.1700000000001
541874,970.5999999999999
543055,617.25
543808,132.25
546116,764.58
550957,115.60000000000001
549294,197.3
547095,332.6
549910,112.75000000000001
549567,259.24
550513,375.31000000000006
549104,703.54
548326,189.84
548218,301.47999999999996
554999,407.42999999999995
553146,519.68
555077,147.47999999999996
556047,276.24
554651,752.21
552661,300.1
556070,396.14
C553397,-2.95
559894,410.54999999999995
562161,264.55
562852,392.16999999999996
560415,304.52000000000004
559887,162.74999999999997
558608,289.1
564474,134.75
565117,2016.3200000000002
565672,556.26
567622,186.26000000000002
566819,250.45
568069,795.12
563744,333.92999999999995
563021,225.14000000000001
565669,149.12
564150,1436.49
569638,601.0400000000001
572295,559.9399999999999
568195,40.0
572108,521.53
571239,999.26
569527,116.47999999999999
572650,298.46
574194,312.58
574348,610.7600000000001
576687,159.13
575941,180.51
572666,166.92000000000002
572558,642.7699999999999
572868,124.34
575705,826.6999999999999
577504,821.59
578260,378.90000000000003
578029,860.7
577180,1040.3899999999999
578255,596.36
577091,131.95
577316,1185.8500000000001
577502,576.29
578290,778.92
C579992,-18.75
580622,247.06
581402,403.03
573362,2176.45
539418,135.12
537843,171.15
537176,128.54999999999998
537678,356.90999999999997
537393,2415.04
539840,600.72
540692,352.51
540857,314.0
541087,205.74999999999994
543355,208.76
545310,17.67
542731,219.52
542258,162.4
544400,1092.43
546100,342.58
546424,118.02
547667,483.30000000000007
549690,379.49999999999994
551696,797.2600000000001
549121,454.12
549916,272.53999999999996
550004,279.18
553892,140.7
554976,320.34999999999997
555496,349.09999999999997
555845,520.5500000000001
557503,488.54
555936,286.34
552869,367.75
552642,426.6
560569,557.6800000000001
562371,788.0400000000001
561320,191.89
562416,301.93
563111,384.6
564078,409.75999999999993
564140,415.1700000000001
566833,237.07999999999998
566403,501.9
568183,210.85000000000002
570049,432.26
569803,902.07
568154,202.64
571238,250.52000000000004
573315,318.15000000000003
573415,675.51
575149,110.5
573417,197.70999999999998
574669,223.07999999999998
573556,764.32
573814,413.40999999999997
580655,22.049999999999997
C579192,-491.12
580154,67.0
581538,186.83
557789,459.84
561396,794.58
564744,178.7
575897,171.72
540511,299.89
536858,303.4
539653,637.98
543474,495.8300000000001
547867,609.4
550639,314.50999999999993
549260,107.07000000000001
551163,160.53999999999996
549257,186.46
549308,136.35999999999999
555488,330.28000000000003
554555,267.12
554080,230.60999999999999
556194,319.95
555025,474.02
561071,440.26
559523,117.86000000000001
560879,64.02000000000001
558964,449.81000000000006
566917,891.9000000000001
563032,256.88
565857,1464.5800000000002
570188,1714.96
569224,245.08999999999997
572274,660.5000000000001
570016,904.1400000000001
572127,906.0899999999999
572452,354.98
571328,1697.98
571142,729.6
569688,59.52
571941,219.7
C571695,-330.24
569365,1094.71
570348,384.06000000000006
573380,606.25
574550,728.6700000000001
574674,126.8
576573,104.1
578370,166.0
580351,95.85000000000001
576922,7.800000000000001
557473,524.5
577488,575.76
539395,1484.2500000000002
539663,396.85
540979,554.75
538868,824.02
538991,3240.4
536795,333.72
537235,2567.64
C538091,-17.9
539259,301.44
539257,1722.9
536611,259.65
539222,305.7
538864,360.05999999999995
544462,530.79
545901,1022.7700000000002
541962,162.05
544676,141.48000000000002
545764,294.17
546121,155.45
542586,626.6
546419,153.41000000000003
545663,162.07999999999998
550196,420.98
550503,311.42
546569,1477.56
548702,244.5
547357,493.10999999999996
549044,345.34999999999997
549274,366.2
552176,127.38
556059,320.91999999999996
553048,612.0799999999999
556222,539.12
556183,360.04
556495,304.31
554031,144.38
555743,248.06
562525,100.21000000000001
559061,197.24
561197,346.3
558562,309.9
559032,2156.44
C560148,-179.0
C558745,-37.01
559092,197.22
558467,170.42
563585,304.24
565088,318.01000000000005
565728,549.7
563502,580.0799999999999
565447,625.1
566560,356.6
566027,121.81
C569117,-7.91
570254,215.83000000000004
570488,3380.859999999999
571189,556.7
572451,792.76
568364,245.82999999999998
570602,199.47000000000003
568235,183.62
569936,306.71999999999997
572032,55.42
574297,528.0799999999999
573006,265.84000000000003
575661,352.98
573131,381.95000000000005
575490,230.82
573888,370.12
579399,460.8300000000001
580644,349.02
580028,154.45
579102,805.6
558572,228.1
537196,382.57
538894,202.44999999999996
539256,468.07000000000005
541014,222.97000000000003
543836,321.05
546235,115.57
545339,463.0
542737,171.3
545069,240.60000000000002
C543368,-59.5
C542413,-350.5
548708,701.65
552025,378.95
549548,281.01
548718,2183.8199999999997
546731,912.81
548289,631.06
546861,381.78000000000003
552040,522.6
C547241,-6.8
550132,224.72999999999996
555851,585.17
557329,107.60000000000001
552721,439.6
557464,37.2
555114,120.59
557523,100.92
555591,430.98
556256,196.68
C557059,-6.75
553404,392.88
560878,201.18
559660,1080.6499999999999
561583,385.14000000000004
559371,218.27000000000004
559045,178.74
563441,150.15000000000003
565434,672.66
566539,368.71999999999997
566622,405.88
563037,469.25
564059,325.8
564173,851.06
563476,429.12
566494,4114.08
565836,3200.28
566225,77.55
563237,273.72
564537,154.24
566320,382.48
563936,213.5
C564759,-18.5
568095,2241.81
572283,490.52
570180,898.1400000000001
570910,442.64
572305,46.75
571267,146.7
569521,534.1
575186,242.45
573867,568.6
576677,319.85999999999996
572660,232.71
C573092,-468.32000000000005
575051,428.89
576606,274.4
574247,346.53
575960,154.29000000000002
579387,131.68
580051,264.65
577053,612.39
580260,386.34000000000003
577694,129.4
581587,249.44999999999996
560980,318.80000000000007
577473,311.61
537769,198.09000000000003
539502,383.52
543369,219.36
545685,122.86999999999999
542419,96.95
547358,912.03
547903,407.09
548631,117.39999999999999
551342,318.3
546784,633.1
C550024,-175.4
547702,415.45
550965,118.7
546873,326.03999999999996
553730,555.46
555525,332.9000000000001
553889,397.4
557974,301.9
559112,215.25
559421,318.05
558639,360.8
558079,151.66
566915,285.47999999999996
565792,180.12000000000003
563482,29.85
566267,356.11
566087,493.4
571098,416.78000000000003
570412,281.03999999999996
571219,781.1400000000002
569459,702.04
570010,230.46000000000004
571502,1232.9499999999998
569217,132.25
571899,121.65000000000002
573551,838.4200000000001
576592,504.42999999999995
574050,131.52
572677,164.08
573822,641.1000000000001
579037,688.62
578120,381.20000000000005
580117,362.91
571864,2503.7400000000002
568951,418.7
539099,403.60999999999996
539982,256.61
536749,321.78999999999996
539415,316.58
537887,1485.72
540407,427.4700000000001
540795,355.8
542678,205.60000000000002
544591,560.47
544445,553.3
545074,306.7000000000001
545657,877.3100000000002
545719,1656.1500000000003
543164,168.45
545512,124.68
541660,482.26
543462,313.90000000000003
541362,311.48
541796,318.5
545469,345.84999999999997
543187,334.05
550527,1411.67
550819,428.15999999999997
550144,297.15999999999997
547670,361.53999999999996
548668,37.4
549128,305.26
550192,306.20000000000005
546534,571.06
552883,14415.740000000002
557614,313.8
553487,562.88
557389,323.03000000000003
559058,719.06
559362,683.64
562377,799.94
559535,244.12
558085,387.47
562099,423.3
560106,772.43
561147,317.82
562138,647.75
564378,562.6899999999999
C563600,-81.92
567307,573.2
563956,102.24000000000001
564647,196.33
567701,317.76
563729,742.8000000000001
568517,383.27000000000004
571081,204.28000000000003
569228,462.09
569695,993.88
569932,171.8
569488,433.01
571273,476.91
C569410,-134.95999999999998
570676,306.07
571295,303.43
573411,384.12000000000006
574959,491.57
574684,1349.6899999999998
575936,320.6
573544,356.14
573033,217.27
573331,102.00999999999999
574075,281.21
575891,191.04000000000002
C578832,-303.96
579135,275.14
578352,129.5
580637,167.79999999999998
580831,897.3500000000001
577857,221.64000000000001
580678,120.03
580937,475.5799999999999
581407,207.34999999999997
558076,913.3600000000001
576346,91.66
536425,362.45000000000005
536409,232.03000000000003
541134,643.5999999999999
536567,251.40000000000003
540530,488.46000000000004
538625,1101.77
539213,150.06
538178,157.89999999999998
C540634,-62.13
537130,114.65
541596,767.0500000000001
544199,244.67999999999998
545686,137.9
542530,208.61
542600,310.61
542123,339.59999999999997
C544674,-2.1
548259,244.13000000000002
552062,95.56000000000002
548715,583.79
549425,337.66999999999996
551885,378.23999999999995
548710,282.6
551984,281.65999999999997
548353,760.1800000000001
551234,476.4
552332,335.11
555147,906.4000000000001
C552849,-61.95000000000001
552819,1440.96
556283,314.11
557860,168.1
554113,403.22999999999996
553676,647.2600000000001
554094,240.07999999999998
554628,659.35
554861,716.73
559256,819.0
560417,147.18
562584,193.25
562621,364.26000000000005
561507,1214.81
559993,181.72
562531,102.1
562042,919.61
562456,402.02000000000004
559160,235.82000000000005
559311,1837.92
562777,356.0
563444,687.0799999999999
565471,859.3199999999999
564559,478.96000000000004
567796,304.96
563741,298.6
564034,316.02
564022,315.67999999999995
564377,156.51
564374,97.0
566673,345.03000000000003
569325,119.32000000000001
569326,624.9100000000001
568191,1039.0100000000002
568231,350.59
572285,113.72999999999999
569692,732.32
569839,2327.0
570243,480.78
569632,639.3000000000001
572658,307.19
575321,275.41
573374,443.21000000000004
574096,530.42
577156,604.7299999999999
580520,428.45000000000005
577031,301.64000000000004
580852,179.5
578351,163.2
581183,151.38
579518,78.22
538853,214.76999999999998
539007,105.88000000000002
537459,178.39999999999998
540516,265.75
537142,41.45
538155,179.92
536945,294.01
539044,1516.9499999999998
537623,383.93
536572,442.35
537817,168.6
543170,296.52
542621,493.53000000000003
542399,930.3000000000001
547785,878.02
546682,352.59999999999997
550915,133.59
551247,316.85
546774,560.74
C548908,-6.35
550784,370.67999999999995
550620,777.25
551530,2.1
C549450,-10.2
556017,512.7
556207,128.76
