InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalSale,PreviousTotalSale,PercentageChange
574170,21621,VINTAGE UNION JACK BUNTING,3,11/3/2011 11:43,8.5,16221,United Kingdom,25.5,8.5,200.0
574287,21621,VINTAGE UNION JACK BUNTING,2,11/3/2011 15:09,8.5,14723,United Kingdom,17.0,25.5,-33.33333333333333
579843,21621,VINTAGE UNION JACK BUNTING,12,11/30/2011 16:21,8.5,12921,United Kingdom,102.0,17.0,500.0
574445,21621,VINTAGE UNION JACK BUNTING,3,11/4/2011 11:41,8.5,15722,United Kingdom,25.5,102.0,-75.0
574481,21621,VINTAGE UNION JACK BUNTING,1,11/4/2011 12:45,8.5,18022,United Kingdom,8.5,25.5,-66.66666666666666
574550,21621,VINTAGE UNION JACK BUNTING,3,11/4/2011 15:18,8.5,12484,Spain,25.5,8.5,200.0
574328,21621,VINTAGE UNION JACK BUNTING,6,11/4/2011 9:05,8.5,13081,United Kingdom,51.0,25.5,100.0
574700,21621,VINTAGE UNION JACK BUNTING,2,11/6/2011 13:53,8.5,16033,United Kingdom,17.0,51.0,-66.66666666666666
575085,21621,VINTAGE UNION JACK BUNTING,6,11/8/2011 13:41,8.5,12849,United Kingdom,51.0,17.0,200.0
575211,21621,VINTAGE UNION JACK BUNTING,2,11/9/2011 10:39,8.5,17377,United Kingdom,17.0,51.0,-66.66666666666666
536488,21621,VINTAGE UNION JACK BUNTING,1,12/1/2010 12:31,8.5,17897,United Kingdom,8.5,17.0,-50.0
580027,21621,VINTAGE UNION JACK BUNTING,1,12/1/2011 12:01,8.5,14178,United Kingdom,8.5,8.5,0.0
580046,21621,VINTAGE UNION JACK BUNTING,6,12/1/2011 12:42,8.5,16156,United Kingdom,51.0,8.5,500.0
580048,21621,VINTAGE UNION JACK BUNTING,1,12/1/2011 12:53,8.5,12748,United Kingdom,8.5,51.0,-83.33333333333334
538635,21621,VINTAGE UNION JACK BUNTING,1,12/13/2010 13:32,8.5,17303,United Kingdom,8.5,8.5,0.0
538799,21621,VINTAGE UNION JACK BUNTING,2,12/14/2010 11:48,8.5,15039,United Kingdom,17.0,8.5,100.0
538832,21621,VINTAGE UNION JACK BUNTING,2,12/14/2010 13:03,8.5,17158,United Kingdom,17.0,17.0,0.0
538888,21621,VINTAGE UNION JACK BUNTING,4,12/14/2010 16:23,8.5,17912,United Kingdom,34.0,17.0,100.0
539105,21621,VINTAGE UNION JACK BUNTING,10,12/16/2010 10:43,8.5,14825,United Kingdom,85.0,34.0,150.0
536833,21621,VINTAGE UNION JACK BUNTING,2,12/2/2010 17:48,8.5,18239,United Kingdom,17.0,85.0,-80.0
539723,21621,VINTAGE UNION JACK BUNTING,10,12/21/2010 13:49,8.5,14737,United Kingdom,85.0,17.0,400.0
539659,21621,VINTAGE UNION JACK BUNTING,4,12/21/2010 9:47,8.5,15034,United Kingdom,34.0,85.0,-60.0
536945,21621,VINTAGE UNION JACK BUNTING,1,12/3/2010 12:24,8.5,14083,United Kingdom,8.5,34.0,-75.0
580500,21621,VINTAGE UNION JACK BUNTING,8,12/4/2011 12:52,8.5,17131,United Kingdom,68.0,8.5,700.0
580503,21621,VINTAGE UNION JACK BUNTING,1,12/4/2011 13:20,8.5,13956,United Kingdom,8.5,68.0,-87.5
537049,21621,VINTAGE UNION JACK BUNTING,2,12/5/2010 11:04,8.5,16241,United Kingdom,17.0,8.5,100.0
537135,21621,VINTAGE UNION JACK BUNTING,2,12/5/2010 12:35,8.5,17059,United Kingdom,17.0,17.0,0.0
580558,21621,VINTAGE UNION JACK BUNTING,4,12/5/2011 10:19,8.5,14931,Channel Islands,34.0,17.0,100.0
580632,21621,VINTAGE UNION JACK BUNTING,1,12/5/2011 12:16,8.5,16360,United Kingdom,8.5,34.0,-75.0
580673,21621,VINTAGE UNION JACK BUNTING,2,12/5/2011 14:30,8.5,13089,United Kingdom,17.0,8.5,100.0
580727,21621,VINTAGE UNION JACK BUNTING,1,12/5/2011 17:17,16.63,14096,United Kingdom,16.63,17.0,-2.1764705882352997
537399,21621,VINTAGE UNION JACK BUNTING,1,12/6/2010 14:31,8.5,13030,United Kingdom,8.5,16.63,-48.88755261575466
580877,21621,VINTAGE UNION JACK BUNTING,4,12/6/2011 12:15,8.5,17250,United Kingdom,34.0,8.5,300.0
580882,21621,VINTAGE UNION JACK BUNTING,2,12/6/2011 12:20,8.5,12971,United Kingdom,17.0,34.0,-50.0
580908,21621,VINTAGE UNION JACK BUNTING,1,12/6/2011 13:20,8.5,16495,United Kingdom,8.5,17.0,-50.0
537607,21621,VINTAGE UNION JACK BUNTING,2,12/7/2010 13:18,8.5,15965,United Kingdom,17.0,8.5,100.0
537617,21621,VINTAGE UNION JACK BUNTING,2,12/7/2010 13:45,8.5,16086,United Kingdom,17.0,17.0,0.0
537754,21621,VINTAGE UNION JACK BUNTING,1,12/8/2010 11:16,8.5,16081,United Kingdom,8.5,17.0,-50.0
537755,21621,VINTAGE UNION JACK BUNTING,6,12/8/2010 11:31,8.5,16525,United Kingdom,51.0,8.5,500.0
537871,21621,VINTAGE UNION JACK BUNTING,1,12/8/2010 17:20,8.5,12748,United Kingdom,8.5,51.0,-83.33333333333334
537898,21621,VINTAGE UNION JACK BUNTING,10,12/9/2010 10:42,8.5,17377,United Kingdom,85.0,8.5,900.0
542862,21621,VINTAGE UNION JACK BUNTING,1,2/1/2011 11:51,8.5,14606,United Kingdom,8.5,85.0,-90.0
542886,21621,VINTAGE UNION JACK BUNTING,2,2/1/2011 13:09,8.5,16515,United Kingdom,17.0,8.5,100.0
542895,21621,VINTAGE UNION JACK BUNTING,2,2/1/2011 13:47,8.5,14549,United Kingdom,17.0,17.0,0.0
543565,21621,VINTAGE UNION JACK BUNTING,2,2/10/2011 10:40,8.5,14431,United Kingdom,17.0,17.0,0.0
543657,21621,VINTAGE UNION JACK BUNTING,2,2/11/2011 10:38,8.5,15133,United Kingdom,17.0,17.0,0.0
543797,21621,VINTAGE UNION JACK BUNTING,3,2/13/2011 10:24,8.5,15465,United Kingdom,25.5,17.0,50.0
543804,21621,VINTAGE UNION JACK BUNTING,2,2/13/2011 12:17,8.5,16434,United Kingdom,17.0,25.5,-33.33333333333333
543833,21621,VINTAGE UNION JACK BUNTING,2,2/14/2011 10:24,8.5,12476,Germany,17.0,17.0,0.0
543935,21621,VINTAGE UNION JACK BUNTING,36,2/14/2011 14:39,8.5,12989,United Kingdom,306.0,17.0,1700.0
543977,21621,VINTAGE UNION JACK BUNTING,12,2/14/2011 15:35,8.5,15615,United Kingdom,102.0,306.0,-66.66666666666666
544035,21621,VINTAGE UNION JACK BUNTING,36,2/15/2011 11:30,8.5,13893,United Kingdom,306.0,102.0,200.0
544037,21621,VINTAGE UNION JACK BUNTING,4,2/15/2011 11:31,8.5,14961,United Kingdom,34.0,306.0,-88.88888888888889
544066,21621,VINTAGE UNION JACK BUNTING,4,2/15/2011 13:53,8.5,12971,United Kingdom,34.0,34.0,0.0
544111,21621,VINTAGE UNION JACK BUNTING,6,2/16/2011 11:18,8.5,16126,United Kingdom,51.0,34.0,50.0
544167,21621,VINTAGE UNION JACK BUNTING,4,2/16/2011 13:14,8.5,14755,United Kingdom,34.0,51.0,-33.33333333333333
544096,21621,VINTAGE UNION JACK BUNTING,2,2/16/2011 9:45,8.5,14386,United Kingdom,17.0,34.0,-50.0
544317,21621,VINTAGE UNION JACK BUNTING,1,2/17/2011 14:51,8.5,18138,United Kingdom,8.5,17.0,-50.0
544197,21621,VINTAGE UNION JACK BUNTING,8,2/17/2011 9:52,8.5,12971,United Kingdom,68.0,8.5,700.0
544426,21621,VINTAGE UNION JACK BUNTING,4,2/18/2011 15:41,8.5,16765,United Kingdom,34.0,68.0,-50.0
542929,21621,VINTAGE UNION JACK BUNTING,2,2/2/2011 10:34,8.5,17811,United Kingdom,17.0,34.0,-50.0
543024,21621,VINTAGE UNION JACK BUNTING,1,2/2/2011 14:39,7.45,13777,United Kingdom,7.45,17.0,-56.1764705882353
544445,21621,VINTAGE UNION JACK BUNTING,2,2/20/2011 10:56,8.5,16746,United Kingdom,17.0,7.45,128.18791946308724
544454,21621,VINTAGE UNION JACK BUNTING,4,2/20/2011 13:13,8.5,13301,United Kingdom,34.0,17.0,100.0
544455,21621,VINTAGE UNION JACK BUNTING,4,2/20/2011 13:18,8.5,13097,United Kingdom,34.0,34.0,0.0
544460,21621,VINTAGE UNION JACK BUNTING,2,2/20/2011 14:01,8.5,16931,United Kingdom,17.0,34.0,-50.0
544569,21621,VINTAGE UNION JACK BUNTING,2,2/21/2011 12:58,8.5,16980,United Kingdom,17.0,17.0,0.0
544610,21621,VINTAGE UNION JACK BUNTING,2,2/22/2011 10:09,8.5,16912,United Kingdom,17.0,17.0,0.0
544646,21621,VINTAGE UNION JACK BUNTING,7,2/22/2011 12:06,8.5,17075,United Kingdom,59.5,17.0,250.0
544657,21621,VINTAGE UNION JACK BUNTING,10,2/22/2011 13:08,8.5,14895,United Kingdom,85.0,59.5,42.857142857142854
544663,21621,VINTAGE UNION JACK BUNTING,6,2/22/2011 14:43,8.5,18188,United Kingdom,51.0,85.0,-40.0
544687,21621,VINTAGE UNION JACK BUNTING,2,2/22/2011 17:25,8.5,13184,United Kingdom,17.0,51.0,-66.66666666666666
544792,21621,VINTAGE UNION JACK BUNTING,24,2/23/2011 12:37,8.5,18172,United Kingdom,204.0,17.0,1100.0
544808,21621,VINTAGE UNION JACK BUNTING,2,2/23/2011 15:11,8.5,14562,United Kingdom,17.0,204.0,-91.66666666666666
544809,21621,VINTAGE UNION JACK BUNTING,1,2/23/2011 15:41,8.5,16692,United Kingdom,8.5,17.0,-50.0
544691,21621,VINTAGE UNION JACK BUNTING,2,2/23/2011 9:09,8.5,13804,United Kingdom,17.0,8.5,100.0
544835,21621,VINTAGE UNION JACK BUNTING,2,2/24/2011 10:15,8.5,17830,United Kingdom,17.0,17.0,0.0
544900,21621,VINTAGE UNION JACK BUNTING,2,2/24/2011 12:41,8.5,15121,United Kingdom,17.0,17.0,0.0
544908,21621,VINTAGE UNION JACK BUNTING,4,2/24/2011 14:27,8.5,18056,United Kingdom,34.0,17.0,100.0
544918,21621,VINTAGE UNION JACK BUNTING,8,2/24/2011 16:30,8.5,13081,United Kingdom,68.0,34.0,100.0
544821,21621,VINTAGE UNION JACK BUNTING,4,2/24/2011 9:05,8.5,12971,United Kingdom,34.0,68.0,-50.0
544824,21621,VINTAGE UNION JACK BUNTING,2,2/24/2011 9:32,8.5,17139,United Kingdom,17.0,34.0,-50.0
544939,21621,VINTAGE UNION JACK BUNTING,2,2/25/2011 10:10,8.5,17034,United Kingdom,17.0,17.0,0.0
544940,21621,VINTAGE UNION JACK BUNTING,2,2/25/2011 10:19,8.5,16592,United Kingdom,17.0,17.0,0.0
545042,21621,VINTAGE UNION JACK BUNTING,12,2/27/2011 10:41,8.5,13261,United Kingdom,102.0,17.0,500.0
545043,21621,VINTAGE UNION JACK BUNTING,1,2/27/2011 11:05,8.5,16407,United Kingdom,8.5,102.0,-91.66666666666666
545047,21621,VINTAGE UNION JACK BUNTING,16,2/27/2011 11:42,8.5,14147,United Kingdom,136.0,8.5,1500.0
545066,21621,VINTAGE UNION JACK BUNTING,4,2/27/2011 14:44,8.5,13610,United Kingdom,34.0,136.0,-75.0
545081,21621,VINTAGE UNION JACK BUNTING,4,2/28/2011 10:35,8.5,16057,United Kingdom,34.0,34.0,0.0
545158,21621,VINTAGE UNION JACK BUNTING,36,2/28/2011 13:28,8.5,15874,United Kingdom,306.0,34.0,800.0
545162,21621,VINTAGE UNION JACK BUNTING,4,2/28/2011 13:35,8.5,16187,United Kingdom,34.0,306.0,-88.88888888888889
543115,21621,VINTAGE UNION JACK BUNTING,1,2/3/2011 13:27,8.5,14606,United Kingdom,8.5,34.0,-75.0
543116,21621,VINTAGE UNION JACK BUNTING,12,2/3/2011 13:29,8.5,17672,United Kingdom,102.0,8.5,1100.0
543128,21621,VINTAGE UNION JACK BUNTING,4,2/3/2011 14:54,8.5,12971,United Kingdom,34.0,102.0,-66.66666666666666
543277,21621,VINTAGE UNION JACK BUNTING,5,2/6/2011 14:33,8.5,15808,United Kingdom,42.5,34.0,25.0
543300,21621,VINTAGE UNION JACK BUNTING,6,2/7/2011 11:42,8.5,13334,United Kingdom,51.0,42.5,20.0
543468,21621,VINTAGE UNION JACK BUNTING,3,2/8/2011 14:45,8.5,14562,United Kingdom,25.5,51.0,-50.0
545232,21621,VINTAGE UNION JACK BUNTING,2,3/1/2011 10:19,8.5,15676,United Kingdom,17.0,25.5,-33.33333333333333
545290,21621,VINTAGE UNION JACK BUNTING,4,3/1/2011 12:01,8.5,14688,United Kingdom,34.0,17.0,100.0
545334,21621,VINTAGE UNION JACK BUNTING,2,3/1/2011 16:34,8.5,15750,United Kingdom,17.0,34.0,-50.0
546394,21621,VINTAGE UNION JACK BUNTING,4,3/11/2011 14:26,8.5,17164,United Kingdom,34.0,17.0,100.0
546542,21621,VINTAGE UNION JACK BUNTING,1,3/14/2011 15:13,8.5,13263,United Kingdom,8.5,34.0,-75.0
546908,21621,VINTAGE UNION JACK BUNTING,6,3/17/2011 18:59,8.5,15648,United Kingdom,51.0,8.5,500.0
545398,21621,VINTAGE UNION JACK BUNTING,10,3/2/2011 11:43,8.5,13722,United Kingdom,85.0,51.0,66.66666666666666
545418,21621,VINTAGE UNION JACK BUNTING,10,3/2/2011 13:56,8.5,14473,United Kingdom,85.0,85.0,0.0
545431,21621,VINTAGE UNION JACK BUNTING,8,3/2/2011 14:58,8.5,12873,United Kingdom,68.0,85.0,-20.0
545441,21621,VINTAGE UNION JACK BUNTING,1,3/2/2011 16:17,8.5,14657,United Kingdom,8.5,68.0,-87.5
545343,21621,VINTAGE UNION JACK BUNTING,2,3/2/2011 9:05,8.5,15733,United Kingdom,17.0,8.5,100.0
545344,21621,VINTAGE UNION JACK BUNTING,4,3/2/2011 9:24,8.5,16678,United Kingdom,34.0,17.0,100.0
547578,21621,VINTAGE UNION JACK BUNTING,4,3/24/2011 10:38,8.5,13089,United Kingdom,34.0,34.0,0.0
547941,21621,VINTAGE UNION JACK BUNTING,150,3/28/2011 14:46,7.45,16692,United Kingdom,1117.5,34.0,3186.7647058823527
548012,21621,VINTAGE UNION JACK BUNTING,18,3/29/2011 11:15,8.5,17377,United Kingdom,153.0,1117.5,-86.30872483221476
548170,21621,VINTAGE UNION JACK BUNTING,8,3/29/2011 13:53,8.5,15290,United Kingdom,68.0,153.0,-55.55555555555556
545555,21621,VINTAGE UNION JACK BUNTING,3,3/3/2011 15:17,8.5,17757,United Kingdom,25.5,68.0,-62.5
545466,21621,VINTAGE UNION JACK BUNTING,200,3/3/2011 9:26,6.98,18102,United Kingdom,1396.0,25.5,5374.509803921568
C548341,21621,VINTAGE UNION JACK BUNTING,-4,3/30/2011 14:30,8.5,13089,United Kingdom,-34.0,1396.0,-102.4355300859599
C548350,21621,VINTAGE UNION JACK BUNTING,-6,3/30/2011 14:49,8.5,15648,United Kingdom,-51.0,-34.0,50.0
545670,21621,VINTAGE UNION JACK BUNTING,4,3/6/2011 10:07,8.5,15465,United Kingdom,34.0,-51.0,-166.66666666666669
545695,21621,VINTAGE UNION JACK BUNTING,2,3/6/2011 14:15,8.5,17050,United Kingdom,17.0,34.0,-50.0
545697,21621,VINTAGE UNION JACK BUNTING,1,3/6/2011 14:38,8.5,14504,United Kingdom,8.5,17.0,-50.0
546067,21621,VINTAGE UNION JACK BUNTING,48,3/9/2011 10:58,8.87,17450,United Kingdom,425.76,8.5,4908.941176470588
552554,21621,VINTAGE UNION JACK BUNTING,2,5/10/2011 11:04,8.5,12843,United Kingdom,17.0,425.76,-96.00714017286734
552560,21621,VINTAGE UNION JACK BUNTING,12,5/10/2011 11:48,8.5,17581,United Kingdom,102.0,17.0,500.0
552567,21621,VINTAGE UNION JACK BUNTING,4,5/10/2011 12:00,8.5,12971,United Kingdom,34.0,102.0,-66.66666666666666
552571,21621,VINTAGE UNION JACK BUNTING,2,5/10/2011 12:08,8.5,14688,United Kingdom,17.0,34.0,-50.0
552624,21621,VINTAGE UNION JACK BUNTING,2,5/10/2011 12:53,8.5,14505,United Kingdom,17.0,17.0,0.0
552658,21621,VINTAGE UNION JACK BUNTING,4,5/10/2011 14:57,8.5,14534,United Kingdom,34.0,17.0,100.0
552532,21621,VINTAGE UNION JACK BUNTING,10,5/10/2011 9:39,8.5,15615,United Kingdom,85.0,34.0,150.0
552864,21621,VINTAGE UNION JACK BUNTING,6,5/11/2011 17:13,8.5,13235,United Kingdom,51.0,85.0,-40.0
552893,21621,VINTAGE UNION JACK BUNTING,8,5/12/2011 10:49,8.5,14421,United Kingdom,68.0,51.0,33.33333333333333
552949,21621,VINTAGE UNION JACK BUNTING,10,5/12/2011 12:01,8.5,16033,United Kingdom,85.0,68.0,25.0
552962,21621,VINTAGE UNION JACK BUNTING,2,5/12/2011 12:56,8.5,14364,United Kingdom,17.0,85.0,-80.0
553005,21621,VINTAGE UNION JACK BUNTING,1,5/12/2011 16:29,8.5,14651,United Kingdom,8.5,17.0,-50.0
553021,21621,VINTAGE UNION JACK BUNTING,12,5/12/2011 19:22,8.5,18172,United Kingdom,102.0,8.5,1100.0
553155,21621,VINTAGE UNION JACK BUNTING,4,5/13/2011 14:57,8.5,13089,United Kingdom,34.0,102.0,-66.66666666666666
553158,21621,VINTAGE UNION JACK BUNTING,2,5/13/2011 15:24,8.5,14194,United Kingdom,17.0,34.0,-50.0
553225,21621,VINTAGE UNION JACK BUNTING,4,5/16/2011 10:41,8.5,16912,United Kingdom,34.0,17.0,100.0
553347,21621,VINTAGE UNION JACK BUNTING,4,5/16/2011 12:59,8.5,14755,United Kingdom,34.0,34.0,0.0
553217,21621,VINTAGE UNION JACK BUNTING,36,5/16/2011 9:52,8.5,13408,United Kingdom,306.0,34.0,800.0
553496,21621,VINTAGE UNION JACK BUNTING,4,5/17/2011 12:47,8.5,14410,United Kingdom,34.0,306.0,-88.88888888888889
553497,21621,VINTAGE UNION JACK BUNTING,6,5/17/2011 12:49,8.5,14410,United Kingdom,51.0,34.0,50.0
553553,21621,VINTAGE UNION JACK BUNTING,6,5/17/2011 16:32,8.5,16156,United Kingdom,51.0,51.0,0.0
553853,21621,VINTAGE UNION JACK BUNTING,2,5/19/2011 13:08,8.5,16782,United Kingdom,17.0,51.0,-66.66666666666666
553909,21621,VINTAGE UNION JACK BUNTING,4,5/19/2011 19:00,8.5,12951,United Kingdom,34.0,17.0,100.0
553730,21621,VINTAGE UNION JACK BUNTING,4,5/19/2011 7:49,8.5,16525,United Kingdom,34.0,34.0,0.0
554058,21621,VINTAGE UNION JACK BUNTING,2,5/20/2011 16:04,8.5,17757,United Kingdom,17.0,34.0,-50.0
554074,21621,VINTAGE UNION JACK BUNTING,10,5/22/2011 11:28,8.5,13230,United Kingdom,85.0,17.0,400.0
554094,21621,VINTAGE UNION JACK BUNTING,2,5/22/2011 12:49,8.5,15716,United Kingdom,17.0,85.0,-80.0
554098,21621,VINTAGE UNION JACK BUNTING,2,5/22/2011 13:01,8.5,14769,United Kingdom,17.0,17.0,0.0
554119,21621,VINTAGE UNION JACK BUNTING,4,5/22/2011 15:27,8.5,16592,United Kingdom,34.0,17.0,100.0
554164,21621,VINTAGE UNION JACK BUNTING,14,5/23/2011 11:58,8.5,14364,United Kingdom,119.0,34.0,250.0
554315,21621,VINTAGE UNION JACK BUNTING,4,5/23/2011 15:29,8.5,16086,United Kingdom,34.0,119.0,-71.42857142857143
554392,21621,VINTAGE UNION JACK BUNTING,10,5/24/2011 12:04,8.5,14534,United Kingdom,85.0,34.0,150.0
554348,21621,VINTAGE UNION JACK BUNTING,10,5/24/2011 8:49,8.5,13523,United Kingdom,85.0,85.0,0.0
554628,21621,VINTAGE UNION JACK BUNTING,5,5/25/2011 11:26,8.5,15039,United Kingdom,42.5,85.0,-50.0
554668,21621,VINTAGE UNION JACK BUNTING,2,5/25/2011 15:19,8.5,18226,United Kingdom,17.0,42.5,-60.0
554762,21621,VINTAGE UNION JACK BUNTING,6,5/26/2011 11:37,8.5,16837,United Kingdom,51.0,17.0,200.0
554808,21621,VINTAGE UNION JACK BUNTING,3,5/26/2011 13:01,8.5,17059,United Kingdom,25.5,51.0,-50.0
554822,21621,VINTAGE UNION JACK BUNTING,2,5/26/2011 14:17,8.5,12937,United Kingdom,17.0,25.5,-33.33333333333333
554836,21621,VINTAGE UNION JACK BUNTING,2,5/26/2011 16:25,8.5,13015,United Kingdom,17.0,17.0,0.0
554934,21621,VINTAGE UNION JACK BUNTING,4,5/27/2011 13:29,8.5,12971,United Kingdom,34.0,17.0,100.0
554952,21621,VINTAGE UNION JACK BUNTING,6,5/27/2011 14:48,8.5,14227,United Kingdom,51.0,34.0,50.0
555108,21621,VINTAGE UNION JACK BUNTING,3,5/31/2011 14:18,8.5,18231,United Kingdom,25.5,51.0,-50.0
555108,21621,VINTAGE UNION JACK BUNTING,6,5/31/2011 14:18,8.5,18231,United Kingdom,51.0,25.5,100.0
555124,21621,VINTAGE UNION JACK BUNTING,2,5/31/2011 15:26,8.5,18204,United Kingdom,17.0,51.0,-66.66666666666666
551846,21621,VINTAGE UNION JACK BUNTING,8,5/4/2011 14:11,8.5,13047,United Kingdom,68.0,17.0,300.0
551851,21621,VINTAGE UNION JACK BUNTING,50,5/4/2011 14:43,7.5,17511,United Kingdom,375.0,68.0,451.4705882352941
551880,21621,VINTAGE UNION JACK BUNTING,2,5/5/2011 9:05,8.5,17374,United Kingdom,17.0,375.0,-95.46666666666667
552231,21621,VINTAGE UNION JACK BUNTING,5,5/6/2011 15:47,8.5,17364,United Kingdom,42.5,17.0,150.0
552233,21621,VINTAGE UNION JACK BUNTING,6,5/6/2011 15:54,8.5,17068,United Kingdom,51.0,42.5,20.0
552266,21621,VINTAGE UNION JACK BUNTING,6,5/8/2011 11:41,8.5,13975,United Kingdom,51.0,51.0,0.0
552280,21621,VINTAGE UNION JACK BUNTING,1,5/8/2011 12:39,8.5,13561,United Kingdom,8.5,51.0,-83.33333333333334
552442,21621,VINTAGE UNION JACK BUNTING,4,5/9/2011 13:03,8.5,14667,United Kingdom,34.0,8.5,300.0
552444,21621,VINTAGE UNION JACK BUNTING,2,5/9/2011 13:10,8.5,17634,United Kingdom,17.0,34.0,-50.0
552465,21621,VINTAGE UNION JACK BUNTING,1,5/9/2011 15:17,8.5,16242,United Kingdom,8.5,17.0,-50.0
555257,21621,VINTAGE UNION JACK BUNTING,1,6/1/2011 15:28,8.5,17596,United Kingdom,8.5,8.5,0.0
556488,21621,VINTAGE UNION JACK BUNTING,3,6/12/2011 13:52,8.5,16018,United Kingdom,25.5,8.5,200.0
556495,21621,VINTAGE UNION JACK BUNTING,1,6/12/2011 15:14,8.5,18069,United Kingdom,8.5,25.5,-66.66666666666666
556573,21621,VINTAGE UNION JACK BUNTING,6,6/13/2011 13:32,8.5,14667,United Kingdom,51.0,8.5,500.0
556630,21621,VINTAGE UNION JACK BUNTING,4,6/13/2011 14:59,8.5,13999,United Kingdom,34.0,51.0,-33.33333333333333
556879,21621,VINTAGE UNION JACK BUNTING,1,6/15/2011 12:07,8.5,16461,United Kingdom,8.5,34.0,-75.0
556903,21621,VINTAGE UNION JACK BUNTING,2,6/15/2011 12:55,8.5,14527,United Kingdom,17.0,8.5,100.0
557110,21621,VINTAGE UNION JACK BUNTING,12,6/16/2011 16:26,8.5,17865,United Kingdom,102.0,17.0,500.0
C557111,21621,VINTAGE UNION JACK BUNTING,-12,6/16/2011 16:27,8.5,17865,United Kingdom,-102.0,102.0,-200.0
557222,21621,VINTAGE UNION JACK BUNTING,12,6/17/2011 13:14,8.5,14936,Channel Islands,102.0,-102.0,-200.0
557226,21621,VINTAGE UNION JACK BUNTING,2,6/17/2011 13:39,8.5,15805,United Kingdom,17.0,102.0,-83.33333333333334
557248,21621,VINTAGE UNION JACK BUNTING,2,6/17/2011 15:22,8.5,14491,United Kingdom,17.0,17.0,0.0
557268,21621,VINTAGE UNION JACK BUNTING,5,6/19/2011 11:26,8.5,13097,United Kingdom,42.5,17.0,150.0
557289,21621,VINTAGE UNION JACK BUNTING,1,6/19/2011 12:58,8.5,16880,United Kingdom,8.5,42.5,-80.0
557289,21621,VINTAGE UNION JACK BUNTING,2,6/19/2011 12:58,8.5,16880,United Kingdom,17.0,8.5,100.0
555395,21621,VINTAGE UNION JACK BUNTING,4,6/2/2011 17:04,8.5,12971,United Kingdom,34.0,17.0,100.0
557426,21621,VINTAGE UNION JACK BUNTING,2,6/20/2011 12:06,8.5,15016,United Kingdom,17.0,34.0,-50.0
557469,21621,VINTAGE UNION JACK BUNTING,1,6/20/2011 13:18,8.5,12904,United Kingdom,8.5,17.0,-50.0
557765,21621,VINTAGE UNION JACK BUNTING,1,6/22/2011 14:23,8.5,16247,United Kingdom,8.5,8.5,0.0
557853,21621,VINTAGE UNION JACK BUNTING,12,6/23/2011 11:01,8.5,16258,United Kingdom,102.0,8.5,1100.0
558196,21621,VINTAGE UNION JACK BUNTING,4,6/27/2011 12:38,8.5,16033,United Kingdom,34.0,102.0,-66.66666666666666
558389,21621,VINTAGE UNION JACK BUNTING,4,6/29/2011 10:18,8.5,14383,United Kingdom,34.0,34.0,0.0
558441,21621,VINTAGE UNION JACK BUNTING,1,6/29/2011 12:59,8.5,14606,United Kingdom,8.5,34.0,-75.0
555471,21621,VINTAGE UNION JACK BUNTING,2,6/3/2011 11:42,8.5,16117,United Kingdom,17.0,8.5,100.0
555495,21621,VINTAGE UNION JACK BUNTING,4,6/3/2011 14:42,8.5,17068,United Kingdom,34.0,17.0,100.0
555508,21621,VINTAGE UNION JACK BUNTING,2,6/3/2011 16:45,8.5,16880,United Kingdom,17.0,34.0,-50.0
558542,21621,VINTAGE UNION JACK BUNTING,6,6/30/2011 12:23,8.5,13593,United Kingdom,51.0,17.0,200.0
558630,21621,VINTAGE UNION JACK BUNTING,12,6/30/2011 18:07,8.5,15615,United Kingdom,102.0,51.0,100.0
555527,21621,VINTAGE UNION JACK BUNTING,20,6/5/2011 11:44,8.5,14364,United Kingdom,170.0,102.0,66.66666666666666
555533,21621,VINTAGE UNION JACK BUNTING,6,6/5/2011 12:12,8.5,15722,United Kingdom,51.0,170.0,-70.0
555540,21621,VINTAGE UNION JACK BUNTING,2,6/5/2011 12:48,8.5,13668,United Kingdom,17.0,51.0,-66.66666666666666
555691,21621,VINTAGE UNION JACK BUNTING,6,6/6/2011 14:31,8.5,12843,United Kingdom,51.0,17.0,200.0
555835,21621,VINTAGE UNION JACK BUNTING,3,6/7/2011 12:34,8.5,14525,United Kingdom,25.5,51.0,-50.0
555844,21621,VINTAGE UNION JACK BUNTING,1,6/7/2011 13:10,8.5,14711,United Kingdom,8.5,25.5,-66.66666666666666
555845,21621,VINTAGE UNION JACK BUNTING,2,6/7/2011 13:19,8.5,17015,United Kingdom,17.0,8.5,100.0
555979,21621,VINTAGE UNION JACK BUNTING,2,6/8/2011 11:18,8.5,15039,United Kingdom,17.0,17.0,0.0
556023,21621,VINTAGE UNION JACK BUNTING,2,6/8/2011 12:21,8.5,14527,United Kingdom,17.0,17.0,0.0
556032,21621,VINTAGE UNION JACK BUNTING,2,6/8/2011 12:35,8.5,15159,United Kingdom,17.0,17.0,0.0
556072,21621,VINTAGE UNION JACK BUNTING,12,6/8/2011 14:57,8.5,16126,United Kingdom,102.0,17.0,500.0
556198,21621,VINTAGE UNION JACK BUNTING,2,6/9/2011 12:30,8.5,14963,United Kingdom,17.0,102.0,-83.33333333333334
556198,21621,VINTAGE UNION JACK BUNTING,1,6/9/2011 12:30,8.5,14963,United Kingdom,8.5,17.0,-50.0
